d15/debugstate/kwl/fan1 Fan1 - M: 36075940, gap: -8, tsf: 645, ssf: 1230, rpm: 1222
d15/debugstate/kwl/fan1 Fan1 - M: 478075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 478075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 479075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 479075940, gap: 4, tsf: 188, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 480075940, gap: 3, tsf: 655, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 480075940, gap: 3, tsf: 187, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 481075940, gap: -2, tsf: 656, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 481075940, gap: -2, tsf: 188, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 482075940, gap: -4, tsf: 656, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 482075940, gap: -2, tsf: 188, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 483075940, gap: -2, tsf: 656, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 483075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 484075940, gap: -2, tsf: 656, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 484075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 485075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 485075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 486075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 486075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 487075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 487075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 488075940, gap: 3, tsf: 655, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 488075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 489075940, gap: 3, tsf: 655, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 489075940, gap: 4, tsf: 188, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 490075940, gap: 4, tsf: 655, ssf: 1230, rpm: 1234
d15/debugstate/kwl/fan2 Fan2 - M: 490075940, gap: 4, tsf: 187, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 491075940, gap: -1, tsf: 655, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 491075940, gap: -1, tsf: 187, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 492075940, gap: -3, tsf: 656, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 492075940, gap: -6, tsf: 189, ssf: 1360, rpm: 1354
d15/debugstate/kwl/fan1 Fan1 - M: 493075940, gap: -2, tsf: 656, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 493075940, gap: -2, tsf: 188, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 494075940, gap: -2, tsf: 656, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 494075940, gap: -2, tsf: 188, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 495075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 495075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 496075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 496075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 497075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 497075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 498075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 498075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 499075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 499075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 500075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 500075940, gap: 3, tsf: 188, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 501075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 501075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 502075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 502075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 503075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 503075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 504075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 504075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 505075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 505075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 506075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 506075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 507075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 507075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 508075940, gap: -3, tsf: 657, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 508075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 509075940, gap: -3, tsf: 657, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 509075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 510075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 510075940, gap: 4, tsf: 187, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 511075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 511075940, gap: -2, tsf: 188, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 512075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 512075940, gap: -3, tsf: 188, ssf: 1360, rpm: 1357
d15/debugstate/kwl/fan1 Fan1 - M: 513075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 513075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 514075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 514075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 515075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 515075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 516075940, gap: 3, tsf: 656, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 516075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 517075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 517075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 518075940, gap: -3, tsf: 657, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 518075940, gap: 1, tsf: 187, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 519075940, gap: -3, tsf: 657, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 519075940, gap: 1, tsf: 187, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 520075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 520075940, gap: 2, tsf: 187, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 521075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 521075940, gap: -4, tsf: 187, ssf: 1360, rpm: 1356
d15/debugstate/kwl/fan1 Fan1 - M: 522075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 522075940, gap: -6, tsf: 189, ssf: 1360, rpm: 1354
d15/debugstate/kwl/fan1 Fan1 - M: 523075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 523075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 524075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 524075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 525075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 525075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 526075940, gap: -2, tsf: 656, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 526075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 527075940, gap: -2, tsf: 657, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 527075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 528075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 528075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 529075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 529075940, gap: 4, tsf: 188, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 530075940, gap: 3, tsf: 656, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 530075940, gap: 4, tsf: 187, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 531075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 531075940, gap: -2, tsf: 188, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 532075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 532075940, gap: -3, tsf: 188, ssf: 1360, rpm: 1357
d15/debugstate/kwl/fan1 Fan1 - M: 533075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 533075940, gap: 2, tsf: 187, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 534075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 534075940, gap: 2, tsf: 187, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 535075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 535075940, gap: -2, tsf: 188, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 536075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 536075940, gap: -3, tsf: 188, ssf: 1360, rpm: 1357
d15/debugstate/kwl/fan1 Fan1 - M: 537075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 537075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 538075940, gap: 2, tsf: 655, ssf: 1230, rpm: 1232
d15/debugstate/kwl/fan2 Fan2 - M: 538075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 539075940, gap: 4, tsf: 655, ssf: 1230, rpm: 1234
d15/debugstate/kwl/fan2 Fan2 - M: 539075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 540075940, gap: 1, tsf: 655, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 540075940, gap: 4, tsf: 187, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 541075940, gap: -4, tsf: 656, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 541075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 542075940, gap: -4, tsf: 656, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 542075940, gap: -4, tsf: 188, ssf: 1360, rpm: 1356
d15/debugstate/kwl/fan1 Fan1 - M: 543075940, gap: -2, tsf: 656, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 543075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 544075940, gap: -2, tsf: 656, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 544075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 545075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 545075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 546075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 546075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 547075940, gap: -2, tsf: 657, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 547075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 548075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 548075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 549075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 549075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 550075940, gap: 1, tsf: 656, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 550075940, gap: 3, tsf: 187, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 551075940, gap: -2, tsf: 657, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 551075940, gap: -2, tsf: 187, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 552075940, gap: -4, tsf: 657, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 552075940, gap: -5, tsf: 189, ssf: 1360, rpm: 1355
d15/debugstate/kwl/fan1 Fan1 - M: 553075940, gap: -4, tsf: 658, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 553075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 554075940, gap: -4, tsf: 658, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 554075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 555075940, gap: -4, tsf: 658, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 555075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 556075940, gap: -2, tsf: 658, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 556075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 557075940, gap: -2, tsf: 658, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 557075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 558075940, gap: -4, tsf: 659, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 558075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 559075940, gap: -4, tsf: 659, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 559075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 560075940, gap: -3, tsf: 659, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 560075940, gap: 2, tsf: 188, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 561075940, gap: -8, tsf: 660, ssf: 1230, rpm: 1222
d15/debugstate/kwl/fan2 Fan2 - M: 561075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 562075940, gap: -9, tsf: 661, ssf: 1230, rpm: 1221
d15/debugstate/kwl/fan2 Fan2 - M: 562075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 563075940, gap: -6, tsf: 662, ssf: 1230, rpm: 1224
d15/debugstate/kwl/fan2 Fan2 - M: 563075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 564075940, gap: -5, tsf: 662, ssf: 1230, rpm: 1225
d15/debugstate/kwl/fan2 Fan2 - M: 564075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 565075940, gap: -1, tsf: 661, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 565075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 566075940, gap: 5, tsf: 660, ssf: 1230, rpm: 1235
d15/debugstate/kwl/fan2 Fan2 - M: 566075940, gap: 1, tsf: 187, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 567075940, gap: 9, tsf: 660, ssf: 1230, rpm: 1239
d15/debugstate/kwl/fan2 Fan2 - M: 567075940, gap: -2, tsf: 187, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 568075940, gap: 9, tsf: 659, ssf: 1230, rpm: 1239
d15/debugstate/kwl/fan2 Fan2 - M: 568075940, gap: -5, tsf: 189, ssf: 1360, rpm: 1355
d15/debugstate/kwl/fan1 Fan1 - M: 569075940, gap: 9, tsf: 659, ssf: 1230, rpm: 1239
d15/debugstate/kwl/fan2 Fan2 - M: 569075940, gap: -5, tsf: 189, ssf: 1360, rpm: 1355
d15/debugstate/kwl/fan1 Fan1 - M: 570075940, gap: 8, tsf: 658, ssf: 1230, rpm: 1238
d15/debugstate/kwl/fan2 Fan2 - M: 570075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 571075940, gap: 0, tsf: 658, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 571075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 572075940, gap: -2, tsf: 659, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 572075940, gap: 2, tsf: 188, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 573075940, gap: -5, tsf: 660, ssf: 1230, rpm: 1225
d15/debugstate/kwl/fan2 Fan2 - M: 573075940, gap: 2, tsf: 187, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 574075940, gap: -5, tsf: 660, ssf: 1230, rpm: 1225
d15/debugstate/kwl/fan2 Fan2 - M: 574075940, gap: 2, tsf: 187, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 575075940, gap: -3, tsf: 660, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 575075940, gap: -2, tsf: 188, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 576075940, gap: 4, tsf: 659, ssf: 1230, rpm: 1234
d15/debugstate/kwl/fan2 Fan2 - M: 576075940, gap: -3, tsf: 188, ssf: 1360, rpm: 1357
d15/debugstate/kwl/fan1 Fan1 - M: 577075940, gap: 5, tsf: 659, ssf: 1230, rpm: 1235
d15/debugstate/kwl/fan2 Fan2 - M: 577075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 578075940, gap: 1, tsf: 659, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 578075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 579075940, gap: 3, tsf: 659, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 579075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 580075940, gap: 2, tsf: 659, ssf: 1230, rpm: 1232
d15/debugstate/kwl/fan2 Fan2 - M: 580075940, gap: 4, tsf: 187, ssf: 1360, rpm: 1364
